best,threshold,entropy
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
3001,3001,2998,2489
